precinct,Year,total_pop,minority_pct,per_capita_income_inflation_adjust,total_pop_lag1,minority_pct_lag1,per_capita_income_lag1
33,2008,85135.07692308002,0.2821716772219017,22959.1516409209,84109.54945055279,0.28217603438613625,21061.19597131107
34,2008,108886.38461538497,0.1971405371557644,22659.070487263612,109692.29670329741,0.19012857372388403,21791.756882513175
40,2008,142262.5384615427,0.8121201462339087,14623.912837740034,138907.90109890513,0.865820165323413,11952.019357005134
41,2008,90280.92307692766,0.7656540359217274,11438.179439178668,86748.53846154362,0.8233194167238054,7888.898532721214
42,2008,133562.84615384974,0.8443605931063871,11548.979418149218,129503.45054945443,0.9024713387237142,7355.375535327941
43,2008,139135.69230769167,0.7818334376412253,14468.910375983454,139574.31868131796,0.8381222347777566,11903.223030800931
44,2008,142742.73076923285,0.73494085959328,14944.478802644648,140864.84615384834,0.7822501010505789,11813.227462874725
45,2008,90571.23076923122,0.6317225200002952,18455.106018531136,89815.34065934108,0.6668266338057975,15541.067241774872
46,2008,122633.34615384438,0.6328821033674643,21695.864932168275,123577.20879120706,0.6757310183287473,19109.25741281919
47,2008,201991.76923076622,0.5555838589313282,31361.560236676596,203470.30769230425,0.5855942101970157,27994.80153184384
48,2008,129102.11538461503,0.7781529790508301,21615.147362411022,127697.49450549437,0.8316752085127632,17510.04820892494
49,2008,133834.4615384629,0.6592486960439885,21073.429557655007,132206.70329670468,0.6958205319935331,18699.010594209656
50,2008,106528.80769230612,0.6524470229654398,26298.12037181016,107600.59340659203,0.6816268436482176,24150.883825302124
52,2008,146311.038461539,0.540588164116997,27673.76612121053,146308.5164835171,0.5655513909287677,24856.52684855368
60,2008,89741.30769231077,0.45013627981737825,16958.952697479166,86887.98901099246,0.4515424730443147,15168.66610729089
61,2008,5903.033799533849,0.6876887954811082,15467.932248100638,6195.082750582835,0.7253740663909554,13123.579277241603
62,2008,239691.19230770133,0.500449100972709,16777.30068502063,232404.85714286566,0.5048033716373812,15470.603203069884
63,2008,175332.53846154083,0.6988321034268523,20892.495731521398,171348.28571428824,0.7360919082169772,19722.66908843955
66,2008,231354.46153846942,0.35319162535977355,20403.18243294023,225879.681318691,0.3416392338080989,19436.432905932656
67,2008,183594.5000000093,0.8565643088254546,19230.700494831428,176379.49450550415,0.9141635425192476,17267.841304595117
68,2008,195005.73076923564,0.5591352439665478,20731.12172481371,189479.75824176334,0.5723872706188828,19714.828001705697
69,2008,117329.96153846243,0.7433191632992759,16499.71617713198,115463.04395604506,0.7856514996147439,14110.900217040442
